controller,rep,avg_g,dist,outcome,peak_g,yaw_abs,wall_s
policy_PPO-71,0,1.1813938085243267,55.136749587416304,STOP,4.345196984416939,0.03073398091200802,7.2
policy_PPO-71,1,1.1892310782733235,54.77318888501879,STOP,4.843017474293199,0.030272997519232684,5.7
policy_PPO-71,2,1.1851211479053436,54.96315983098477,STOP,5.505818479094926,0.027920979464402057,5.8
policy_PPO-71,3,1.181743683282128,55.120635043149406,STOP,5.536809871646825,0.030031912661500085,5.8
policy_PPO-71,4,1.1808182460205523,55.163746676883726,STOP,4.169549866076133,0.028151371726785394,5.7
policy_PPO-71,5,1.1751537936510883,55.42942359232395,STOP,4.578674348428512,0.027988720419925794,5.7
policy_PPO-71,6,1.1924898419119696,54.62360396176368,STOP,4.377753657411404,0.03162253581694165,5.6
policy_PPO-71,7,1.1817790716313468,55.11858116379975,STOP,3.473559498012151,0.02768925327986157,5.7
policy_PPO-71,8,1.1799414838137086,55.20469334379691,STOP,4.6482818113791575,0.030182193524348193,5.7
policy_PPO-71,9,1.1919941691388096,54.64647074119617,STOP,4.26658047285787,0.0310732240634496,5.6
policy_PPO-71,10,1.1897254090784488,54.75053300267341,STOP,4.880558306159152,0.03216511080828702,5.6
policy_PPO-71,11,1.178342109588153,55.27951338616003,STOP,5.232357104521164,0.03044830810276829,5.8
policy_PPO-71,12,1.182902667575472,55.06623106446592,STOP,4.372999858872664,0.03214592572253879,5.7
policy_PPO-71,13,1.1915149046944093,54.66828128121658,STOP,3.6527259002955983,0.02848597726409477,5.7
policy_PPO-71,14,1.189102565932432,54.77941557496421,STOP,4.332701149770564,0.02728056429667736,5.6
policy_PPO-71,15,1.1940692078427944,54.551305698115996,STOP,3.5912863671847886,0.03127509620516548,5.6
