controller,rep,avg_g,dist,outcome,peak_g,yaw_abs,wall_s
prop_0.06_kp6.0,0,0.9799590600420472,66.47011092161144,STOP,3.8609156624403607,0.05092081064263762,8.3
prop_0.06_kp6.0,1,0.9885270288747094,65.89405056342268,STOP,4.158235072116181,0.04695826075392686,6.8
prop_0.06_kp6.0,2,0.9854784721724483,66.0978695683639,STOP,4.428493045035418,0.04576005302689739,6.8
prop_0.08_kp6.0,0,1.0328044269093908,63.069455730275564,STOP,5.807902617091722,0.05347711431648347,6.5
prop_0.08_kp6.0,1,1.0306048347406631,63.203625869794664,STOP,3.7441156661175046,0.055499568727955195,6.6
prop_0.08_kp6.0,2,0.9594747339657975,67.88930446029757,STOP,4.467341580274161,0.05435596402829104,6.9
prop_0.06_kp3.0,0,1.1545755536617197,56.41736110704733,STOP,4.536910612233507,0.043063119128346435,6.0
prop_0.06_kp3.0,1,1.1566347175038763,56.31695921853234,STOP,3.553945221252248,0.04362033565181263,6.0
prop_0.06_kp3.0,2,1.157946487599882,56.253276258176065,STOP,4.275255884289965,0.046897485961208074,6.0
prop_0.10_kp6.0,0,1.0107716267001041,64.44380587547175,STOP,3.7787090173286484,0.06984892977750863,6.7
prop_0.10_kp6.0,1,1.0168980398601073,64.05552998402902,STOP,4.988315989782225,0.056999809451590416,6.5
prop_0.10_kp6.0,2,0.9487558063643105,68.65619144017649,STOP,5.467279030771025,0.05492956739391952,6.9
