controller,rep,avg_g,dist,outcome,peak_g,yaw_abs,wall_s
policy_BC-D1,0,1.1340104830676583,57.440511750989465,STOP,4.164614210320547,0.03341786806597835,7.3
policy_BC-D1,1,1.1036059544828714,59.02308135461639,STOP,3.6211077456531817,0.04001117190159668,6.0
policy_BC-D1,2,0.804711115292642,80.94600240183071,STOP,3.631618404564665,0.08189086590653019,8.8
policy_BC-D1,3,0.8670888047010998,75.12263123157027,STOP,4.208238791197274,0.09959645172559127,8.2
policy_BC-D1,4,0.8054441382730706,80.87235276612078,STOP,3.7226996475405056,0.08660606231975192,8.7
policy_BC-D1,5,0.8691666750612627,74.94301380091194,STOP,4.080583081648854,0.08767356397805305,8.2
policy_BC-D1,6,0.8051905237472283,80.89757274024494,STOP,3.6447377530733394,0.08972036632254461,8.6
policy_BC-D1,7,0.8238130775578805,79.06902348917055,STOP,4.767653709452028,0.09010269902380016,8.6
policy_BC-D1,8,1.194880996352321,54.51422799307927,STOP,4.7789298226870125,0.03251340980456917,5.8
policy_BC-D1,9,1.2031324913557258,54.140297552122775,STOP,4.907388949685751,0.03167287126824245,5.8
