controller,rep,avg_g,dist,outcome,peak_g,yaw_abs,wall_s
prop_0.01_kp3.0_axle,0,1.1606859851679057,56.12040486125696,STOP,4.4699640899595,0.04293335404494437,7.7
prop_0.01_kp3.0_axle,1,1.1584349410815178,56.22934344692349,STOP,4.769891355411013,0.0408030790312478,6.3
prop_0.01_kp3.0_axle,2,1.1741488657506387,55.47704284648026,STOP,5.1471421940182305,0.051841959265166285,6.0
prop_0.01_kp3.0_axle,3,1.15816766928249,56.24241904922737,STOP,4.482997152568584,0.03992086800722063,6.3
prop_0.01_kp3.0_axle,4,1.1724843712047508,55.55573784431132,STOP,4.676429143748681,0.05342168635092094,6.0
prop_0.01_kp3.0_axle,5,1.1698592836651425,55.68035845936642,STOP,4.335825875085823,0.05067867369771191,5.9
prop_0.01_kp3.0_axle,6,1.164507334364074,55.9362420847051,STOP,4.94915910597594,0.0424024171912697,6.0
prop_0.01_kp3.0_axle,7,1.1714507558606393,55.60454234861275,STOP,3.727666940830628,0.051663131038440106,6.0
prop_0.01_kp3.0_axle,8,1.1694715406423806,55.69876765076405,STOP,4.790100291827543,0.05227242260638829,6.0
prop_0.01_kp3.0_axle,9,1.1583682633680281,56.232671620785084,STOP,4.211999789398193,0.04200888210016274,6.3
prop_0.01_kp3.0_axle,10,1.1726280775818196,55.548695721991926,STOP,5.031524488106173,0.05277294429513864,6.1
prop_0.01_kp3.0_axle,11,1.1717069021637316,55.592394369937836,STOP,4.4723896337978175,0.047746496888667014,6.1
prop_0.01_kp3.0_axle,12,1.1626489003798386,56.025512644043104,STOP,3.9496908435646154,0.041632356309564765,6.1
prop_0.01_kp3.0_axle,13,1.1674678652654489,55.79435055328867,STOP,4.768293781883303,0.04279148011701185,6.1
prop_0.01_kp3.0_axle,14,1.1723827860116915,55.5604018445717,STOP,4.243847274360228,0.05102911312864311,5.9
prop_0.01_kp3.0_axle,15,1.1735993150131272,55.502783730806684,STOP,4.1445109747049935,0.04971583607109006,6.0
prop_0.01_kp3.0_axle,16,1.1714843361835399,55.602978159405986,STOP,4.335653054489495,0.04854938705470889,6.0
prop_0.01_kp3.0_axle,17,1.1711991700717532,55.61646013030252,STOP,3.2044338587499905,0.050085843487695424,6.1
prop_0.01_kp3.0_axle,18,1.163271355776312,55.99555337847099,STOP,4.25159188950247,0.038176678633535695,6.0
prop_0.01_kp3.0_axle,19,1.169408725524102,55.701971058997195,STOP,4.683362257550655,0.053258037553569004,6.1
prop_0.01_kp3.0_axle,20,1.1692230051069303,55.710605237251194,STOP,3.9584463497595617,0.04887993128186278,6.0
prop_0.01_kp3.0_axle,21,1.1560628923933371,56.34479199012547,STOP,3.767457892217491,0.04400593725811631,6.1
prop_0.01_kp3.0_axle,22,1.159475005504915,56.1788965424217,STOP,3.9899378037417734,0.04185439250814402,6.1
prop_0.01_kp3.0_axle,23,1.164252528445329,55.948310233558004,STOP,3.994055302025559,0.04411442998679948,6.1
prop_0.01_kp3.0_axle,24,1.1576572192928645,56.26738847991796,STOP,3.9735934455353523,0.041917171277382294,6.2
prop_0.01_kp3.0_axle,25,1.1615693204243331,56.0776236777799,STOP,3.5231210512407305,0.045109343915246444,6.2
prop_0.01_kp3.0_axle,26,1.1699485802634215,55.67616065079437,STOP,3.677298250095636,0.052781886173761415,6.1
prop_0.01_kp3.0_axle,27,1.1591942660533145,56.19255490164375,STOP,4.787833053821319,0.04548583745698124,6.2
prop_0.01_kp3.0_axle,28,1.1703732548700732,55.65587430560801,STOP,4.569497163774575,0.050074109685920125,6.1
prop_0.01_kp3.0_axle,29,1.1716261332255404,55.59621526705964,STOP,3.7869704239543363,0.05011231243945078,6.1
prop_0.01_kp3.0_axle,30,1.156679025743065,56.31475310602861,STOP,4.736192401302158,0.043191606364380276,6.3
prop_0.01_kp3.0_axle,31,1.1691907895156568,55.71225344081067,STOP,3.407875998513414,0.04440018515128031,6.2
prop_0.01_kp3.0_axle,32,1.1716244962140596,55.59630338025819,STOP,3.021243871856037,0.050499843771831344,6.1
prop_0.01_kp3.0_axle,33,1.1712189798737866,55.61574618974701,STOP,4.665263048632248,0.05121689016377784,6.1
prop_0.01_kp3.0_axle,34,1.1716575338153734,55.595059544079,STOP,4.348889565173796,0.05337973323809822,6.0
prop_0.01_kp3.0_axle,35,1.1706264384385832,55.64384482081468,STOP,4.892143290571267,0.051840803647792165,6.1
prop_0.01_kp3.0_axle,36,1.1587587584225083,56.21377295872257,STOP,3.4684215328024846,0.04392909631114435,6.2
prop_0.01_kp3.0_axle,37,1.17197882054433,55.57950678072525,STOP,3.817214931348534,0.04804520893987493,6.1
prop_0.01_kp3.0_axle,38,1.1611121735582945,56.099735118121586,STOP,4.133345580093851,0.04391608683217783,6.0
prop_0.01_kp3.0_axle,39,1.1647546069035095,55.924368608563384,STOP,4.59259377798101,0.043870050882069356,6.0
prop_0.01_kp3.0_axle,40,1.1623200806475367,56.04150964539341,STOP,4.7718243982917805,0.04502282267465492,6.1
prop_0.01_kp3.0_axle,41,1.162607653894963,56.02746630710326,STOP,4.0885859563396725,0.04695580118444923,6.1
prop_0.01_kp3.0_axle,42,1.170896946240946,55.63097985920359,STOP,4.182027240216867,0.04444047347715245,6.1
prop_0.01_kp3.0_axle,43,1.1674861791133877,55.79346641690964,STOP,3.668912183384808,0.053573437622708324,6.1
prop_0.01_kp3.0_axle,44,1.1642088296924733,55.95043444362001,STOP,4.001177825562106,0.04467804526342657,6.1
