controller,rep,avg_g,dist,outcome,peak_g,yaw_abs,wall_s
prop_0.12_kp6.0,0,1.1876868582742652,54.844416074021396,STOP,3.754510436713014,0.03288095890794753,7.2
prop_0.12_kp6.0,1,1.1842778373036538,55.002253464469675,STOP,4.834973074151256,0.031627181603253084,5.8
prop_0.12_kp6.0,2,1.181271627366182,55.1424150409071,STOP,4.082759852956268,0.0291070095621626,5.9
prop_0.12_kp6.0,3,1.1827081985411432,55.075285275663425,STOP,3.665342222428472,0.03386116318480168,5.7
prop_0.12_kp6.0,4,1.180999104506747,55.15506126773122,STOP,5.17046379245661,0.032302204852212496,5.8
prop_0.12_kp6.0,5,1.1821785481798015,55.100243549960624,STOP,5.936040954540936,0.029530191114288253,5.9
prop_0.12_kp6.0,6,1.1849083441662889,54.97304025318134,STOP,5.113567975896556,0.03075824218686203,5.8
prop_0.12_kp6.0,7,1.1883033958592393,54.816261059582494,STOP,4.434808533264915,0.03210464803249129,5.7
